Infrastructure Type,Infrastructure Name,Road Location,Two Way Travel,Length,ID,Location
Multiuse path,Near Empress St E,Off Road,true,233,W220029,"MULTILINESTRING ((-97.1942563249926 49.87916367355726, -97.19430455931095 49.87916542214301, -97.1943105029839 49.879165386106806, -97.19431644444215 49.879165484061225, -97.19432237808756 49.87916571681857, -97.19432829421557 49.87916608332815, -97.19433418726157 49.87916658350327, -97.19434005030334 49.879167216336604, -97.1943458749604 49.879167982597124, -97.19435165437758 49.87916887947955, -97.19435738163266 49.87916990597652, -97.19444800812934 49.87917928907201, -97.19453902897072 49.87918690802388, -97.19463036366068 49.879192756180494, -97.19472192746242 49.879196828623385, -97.1948136411366 49.87919912231902, -97.19483936596346 49.879198045974285, -97.1948651313815 49.879197523448155, -97.19489091085893 49.8791975570259, -97.19491667379097 49.87919814623091, -97.19494239096406 49.87919929060826, -97.1949533994171 49.879200353444155, -97.19496445746735 49.8792011687895, -97.19497555262771 49.87920173555035, -97.19498667241103 49.87920205263272, -97.19499780287197 49.87920212071896, -97.1950089287746 49.879201937772805, -97.19502004031352 49.87920150544055, -97.19503111940342 49.87920082344059, -97.19504215623894 49.87919989341925, -97.19510403324892 49.87919523313112, -97.19528964160561 49.87918489797191, -97.19530969921072 49.87918290124818, -97.19532984781166 49.87918133859694, -97.19535006776508 49.87918021420984, -97.19537033267287 49.879179526776326, -97.19539062295875 49.87917927869011, -97.1954109149735 49.879179469582944, -97.19543118642547 49.879180100007325, -97.1954514123413 49.87918116777543, -97.19552210715185 49.879182306138574, -97.19559282323927 49.87918197770628, -97.19566348540718 49.87918018310697, -97.19573402256576 49.87917692483217, -97.19580436223394 49.87917220535197, -97.19587443040562 49.87916603071087, -97.19594415589064 49.87915840609783, -97.19601346739839 49.879149339398985, -97.19603562036892 49.879145312609026, -97.19605796968364 49.87914176920326, -97.19608049145886 49.87913871510636, -97.1961031591961 49.8791361517048, -97.19612594765404 49.87913408400271, -97.1961488303678 49.87913251248762, -97.19617178355423 49.87913144038738, -97.19619477799962 49.879130867247326, -97.19621778995437 49.8791307953963, -97.19624079298711 49.87913122442302, -97.19626376066641 49.87913215391614, -97.19628666662786 49.879133581666444, -97.19653554966345 49.8791428827969, -97.19658081299525 49.879143501590235, -97.1966260820977 49.879143143599386, -97.19667130824382 49.8791418089658, -97.19671643982383 49.87913950048459, -97.19676142807725 49.87913621919633, -97.19680621993622 49.87913196967262, -97.19685076789752 49.87912675657172, -97.19687404836904 49.87912403524457, -97.19689745877128 49.879121824151056, -97.19692096979006 49.87912012553358, -97.19694455767586 49.87911894172114, -97.19696819314802 49.87911827405723, -97.19699184974168 49.87911812302962, -97.19706654265703 49.87912007192442, -97.19713483570771 49.87911636682043, -97.19714174220151 49.879115669191165, -97.19714867937394 49.879115119556545, -97.19715564155995 49.879114720526935, -97.19716262044612 49.87911447107354, -97.1971696090432 49.87911437198713, -97.19717659761308 49.87911442311626, -97.19718358059121 49.87911462437438, -97.19719054959718 49.87911497653065, -97.19719749635101 49.87911547765728, -97.19720441247232 49.87911612852342, -97.19721129246346 49.879116927244596, -97.19721812658636 49.87911787366935, -97.19722490791872 49.879118966790514, -97.19723162953827 49.87912020560095, -97.19724815922906 49.87912218522792, -97.19726478300173 49.87912380651604, -97.1972814800554 49.879125067342784, -97.19729823376272 49.879125965650516, -97.19731502468048 49.879126500237334, -97.19733183472314 49.87912667082196, -97.1973486429894 49.87912647797881, -97.1973654327849 49.879125921448264, -97.19738218320829 49.87912500180478, -97.19739887756525 49.87912371878877, -97.19741549482052 49.879122076570596, -97.19743201827976 49.87912007489069, -97.19744842836585 49.87911771614315, -97.19746763881763 49.87911443038214, -97.19747179946806 49.87911371881653, -97.19747596011837 49.87911300725077))"
Multiuse path,Near Empress St E,Off Road,true,159,W220031,"MULTILINESTRING ((-97.19747596011837 49.87911300725077, -97.1981847360006 49.878991779241474, -97.19822312061879 49.87898621434794, -97.198261202557 49.87897984328304, -97.19829894530866 49.87897267447458, -97.19833630405371 49.878964715321764, -97.19837324371031 49.87895597337515, -97.19840972217399 49.87894645787524, -97.19844570144696 49.87893617992533, -97.19848114356495 49.87892514972989, -97.19851601185466 49.878913380211856, -97.19855026696091 49.878900881554145, -97.19876303985569 49.87880164440179, -97.19877278607146 49.8787974629686, -97.19878274561776 49.87879349623198, -97.19879290716474 49.878789749412825, -97.19880325802481 49.87878622681142, -97.19881378832615 49.87878293187231, -97.19882448399008 49.878779868874155, -97.19883533375365 49.87877704123989, -97.19884632499624 49.878774451471884, -97.19885744503033 49.8787721038704, -97.19886868262647 49.87877000095943, -97.19888002244865 49.878768143400116, -97.19889145323397 49.87876653461542, -97.19890296236184 49.87876517710774, -97.19891453588747 49.87876407155981, -97.19892615986599 49.87876321865446, -97.19893782171029 49.878762619995086, -97.19894950883325 49.878762277185096, -97.19896120735696 49.87876218910934, -97.1989729033366 49.878762356450636, -97.19898458425195 49.878762779014444, -97.19899623619162 49.87876345658463, -97.1990078452777 49.87876438804605, -97.19901940038115 49.878765573225806, -97.19903088629974 49.87876700918922, -97.19904229054673 49.87876869484278, -97.19907127214009 49.878772596517464, -97.19910044465911 49.878775856210375, -97.19912977067524 49.87877846974185, -97.19915921822418 49.878780435715704, -97.19918875265968 49.87878174999556, -97.19921833916817 49.87878241293999, -97.19924794303644 49.878782422210676, -97.19927753084214 49.87878177818788, -97.19930706634706 49.87878048210764, -97.19957033256509 49.878772532795374))"
Multiuse path,Near Empress St E,Off Road,true,19,W208040,"MULTILINESTRING ((-97.19706654265703 49.87912007192442, -97.19696393722685 49.87927795667135))"
Spur route,Near Des Hivernants Bv,Off Road,true,66,W223189,"MULTILINESTRING ((-97.04429526462687 49.828465172767146, -97.04384726087096 49.82794972449246))"
Multiuse path (unpaved),Near Des Hivernants Bv,Off Road,true,5,W211019,"MULTILINESTRING ((-97.04302154125257 49.830908774804996, -97.04295684986468 49.83093011937848))"
Multiuse path,Near Donald St,Off Road,true,185,W124058,"MULTILINESTRING ((-97.13914349536734 49.876461192045106, -97.13867858806553 49.87725078841447, -97.13826108156586 49.877946322778634, -97.13821516116923 49.87801755671989))"
Multiuse path,Near Chief Peguis Tl,Off Road,true,13,W220479,"MULTILINESTRING ((-97.04821496718063 49.92764165454304, -97.04803900923748 49.92767357408449))"
Multiuse path,Near Chief Peguis Tl,Off Road,true,240,W225080,"MULTILINESTRING ((-97.09349252950314 49.94972160454736, -97.09425981115557 49.9499181862674, -97.09451426392098 49.94996308340503, -97.09466016469544 49.94998452818582, -97.09511067475083 49.95020977275242, -97.0951748669145 49.95023056810592, -97.0952392537211 49.950246431407486, -97.09531564106582 49.95024891995454, -97.09538477396373 49.95024141886933, -97.09544488740006 49.95022019776557, -97.0955019085868 49.95018041879331, -97.09589075604592 49.949872184779665, -97.09590747483135 49.949828781975, -97.09591287989039 49.9497960522614, -97.09589709219198 49.94976001271892, -97.09587194463657 49.94971888426272, -97.09584268358553 49.94968509107216, -97.09578848391403 49.949653355948456, -97.09570954019999 49.949618746838055))"
Multiuse path,Near Chief Peguis Tl,Off Road,true,58,W101122,"MULTILINESTRING ((-97.05872998699958 49.94011607406891, -97.05934801585646 49.93978170041816))"
Multiuse path,Near Cockburn St S,Off Road,true,94,W223702,"MULTILINESTRING ((-97.1400092538452 49.85559590792147, -97.14013337245744 49.855561133143816, -97.1402366425442 49.855538178809255, -97.1403498539586 49.855529811394604, -97.14044762547945 49.85554750507738, -97.1405484210975 49.855589010119424, -97.14059290409395 49.85562706556099, -97.14065359507221 49.85568744659295, -97.14072994076318 49.85578457179957, -97.14086521071347 49.85595393098597, -97.14091389819471 49.85599466848241))"
Multiuse path,Near Cockburn St S,Off Road,true,822,W228561,"MULTILINESTRING ((-97.12881169385615 49.85658874964151, -97.12898107838764 49.85659389399976, -97.1291305347013 49.85658425876999, -97.12932734119917 49.85655490600899, -97.12949458171879 49.85651905170628, -97.12975093479449 49.85644367198124, -97.13011832966897 49.85633996329627, -97.13084619542437 49.85614058420826, -97.1312803720625 49.85607050661827, -97.13158277822939 49.85603133707909, -97.13195298582802 49.85600060054816, -97.1324815865897 49.85598107381072, -97.1332293872075 49.855974871143154, -97.13675804228285 49.85594553739973, -97.13696659247228 49.85594131352374, -97.13733669978936 49.855933816620364, -97.13808899946717 49.85591857436614, -97.1382539610446 49.85591021317685, -97.1384376441736 49.85589481158964, -97.1385660082021 49.85587852120035, -97.13882418968016 49.85584504572654, -97.13903113103964 49.85581533494115, -97.13926537464708 49.85577688604045, -97.1394241944278 49.855743649083166, -97.13951287792459 49.855725807985536, -97.13954833767654 49.85572637223513, -97.13965864870508 49.85569969710697, -97.13990103984146 49.85563384938749, -97.1400092538452 49.85559590792147))"
Multiuse path,Near Concordia Av,Off Road,true,184,W120111,"MULTILINESTRING ((-97.06325377001612 49.91160686763247, -97.06341819794227 49.91174502821896, -97.06432447545151 49.91204382006911, -97.06545494717537 49.912421892754644))"
Spur route,Near Conifer Cr,Off Road,true,35,W18078,"MULTILINESTRING ((-97.08375340137562 49.85915391710364, -97.083292801602 49.859252529918365))"
Spur route,Near Conifer Cr,Off Road,true,89,W19838,"MULTILINESTRING ((-97.08224430243249 49.857504135437864, -97.0816795669159 49.85821264271194))"
Spur route,Near Consol Av,Off Road,true,36,W109043,"MULTILINESTRING ((-97.06888735930963 49.91132335182181, -97.06845474689378 49.911161014932034))"
Multiuse path,Near Coopers Town Rd,Off Road,true,121,W225904,"MULTILINESTRING ((-97.19815794131829 49.79594656264308, -97.19886105568759 49.79596042326351, -97.19912646844709 49.79595875343033, -97.19971704311341 49.79596845902456, -97.19983499929182 49.79597029193588))"
Spur route,Near Cortez By,Off Road,true,73,W100254,"MULTILINESTRING ((-97.29690915742302 49.87059435174255, -97.29684077770342 49.87125315972005))"
Multiuse path,Near Corydon Av,Off Road,true,112,W108022,"MULTILINESTRING ((-97.14162837866034 49.87450739281864, -97.14162822777764 49.87450778167183, -97.14162399841564 49.874517305277905, -97.1416192744942 49.87452673190329, -97.14161406066921 49.8745360490295, -97.14160836288399 49.87454524685724, -97.14160218708187 49.874554315587154, -97.1415955420227 49.874563244565586, -97.14158843368439 49.874572023094224, -97.14158087079231 49.87458064141837, -97.14157286207185 49.874589089783264, -97.14156441621394 49.87459735933313, -97.14155554201305 49.87460543851533, -97.14154625226408 49.87461332033887, -97.14153655569253 49.874620995049014, -97.14152646377137 49.87462845383461, -97.14151598661716 49.87463568696315, -97.1415051383814 49.87464268836498, -97.14149393053712 49.87464944922887, -97.14148237594843 49.87465596076597, -97.1414704887669 49.87466221690655, -97.14145168979834 49.8746714421191, -97.14143241564362 49.874680246836284, -97.14141268754753 49.874688621503985, -97.14139252957146 49.87469655571376, -97.1413719628913 49.87470404170942, -97.141351014316 49.874711070026095, -97.14110871901869 49.87480498007312, -97.14095437997946 49.87486393011022, -97.1407639900041 49.87493618914516, -97.14064353036552 49.87497378272291, -97.14036569276644 49.87506333293552))"
Multiuse path,Near Couture Cr,Off Road,false,78,W226054,"MULTILINESTRING ((-97.31227892657284 49.841442569094205, -97.31180212728962 49.841435877973936, -97.31134029105414 49.841420696526264, -97.31119755441375 49.84141472418438))"
Multiuse path,Near Couture Cr,Off Road,false,31,W226056,"MULTILINESTRING ((-97.30983128650271 49.84135590619985, -97.30963493763765 49.841340891517234, -97.30940908804222 49.84132103231835))"
Multiuse path,Near Coxswain Cv,Off Road,true,108,W94889,"MULTILINESTRING ((-97.07062248790407 49.83107895828571, -97.07068188234257 49.831076288563224, -97.07069986572535 49.83107328647582, -97.07073838278261 49.831067324755175, -97.07078206607002 49.831059798278616, -97.07083078429781 49.83105400637269, -97.070864069449 49.83105125902135, -97.07089977361558 49.83105185345205, -97.07094822927215 49.83105266016186, -97.07102185973424 49.83106213974892, -97.07106724003695 49.83107610128447, -97.07111229220537 49.83109831113518, -97.07115479411364 49.83112047851535, -97.07118441328697 49.831145732950546, -97.07121062900941 49.83119239059198, -97.07136152028575 49.83144086530764, -97.07139329633858 49.8314760601407, -97.07141029548553 49.83149780294482, -97.07142461307942 49.83152280263233, -97.07144154663433 49.83154619509883, -97.0714800639848 49.831540233135456, -97.07151772827375 49.831555716827374, -97.07154283781321 49.831566039281945, -97.07156297794691 49.83157297750835, -97.0715857340301 49.831578308508696, -97.07161875704124 49.83158215961205, -97.07163922526978 49.831580849490905))"
Multiuse path,Near Evelyne Reese Bv,Off Road,true,441,W221199,"MULTILINESTRING ((-97.06118795470938 49.8230964757478, -97.0612159621461 49.82311415495682, -97.06158288336809 49.8232142561634, -97.06229124412951 49.823642132164935, -97.06243950905136 49.82372808890028, -97.06258844966976 49.82381355551013, -97.0627380621158 49.82389852977225, -97.06288834250299 49.82398300947719, -97.06300278185968 49.824047669708676, -97.06304213497928 49.824071556043414, -97.06308101245003 49.824095766198724, -97.06311940790557 49.82412029621052, -97.06315731505843 49.824145142062385, -97.06325032273024 49.82420890663098, -97.06334011551509 49.82427457166655, -97.06342660067263 49.82434206935842, -97.06350968887705 49.8244113300031, -97.06358929430948 49.82448228207614, -97.0636565622115 49.82454218383187, -97.06372115657493 49.824603304806686, -97.06378302462417 49.82466559507266, -97.06384211581012 49.82472900374652, -97.06387165494364 49.824762315328186, -97.06390042752886 49.82479590654177, -97.06392842724091 49.82482977000504, -97.0639556479247 49.824863898275886, -97.06398458296177 49.82490160219077, -97.06401256718831 49.824939605296905, -97.06403959321294 49.82497789755975, -97.06406565389723 49.82501646886834, -97.06411563703293 49.82509424274251, -97.06416225348624 49.82517288681651, -97.0642054670933 49.825252340108186, -97.06424524432833 49.8253325410076, -97.0642815543298 49.82541342732478, -97.06431436892423 49.82549493633799, -97.06434366264833 49.82557700484226, -97.06435241246476 49.825603759797815, -97.06436078800877 49.8256305648376, -97.06436878859506 49.825657417770415, -97.06437641356904 49.82568431640116, -97.06439677071741 49.825766557663805, -97.06441371480705 49.82584912222478, -97.06442723365703 49.82593195081478, -97.06443731754516 49.826014983974694, -97.0644439592149 49.826098162098205, -97.0644471538807 49.826181425474644, -97.06444736621506 49.826196771869, -97.06444746143119 49.82621211875445, -97.06444743952667 49.82622746575693))"
Multiuse path,Near Fernbank Av,Off Road,true,149,W227420,"MULTILINESTRING ((-97.11234099244436 49.96958377208281, -97.11044350471785 49.96979869181301, -97.11032868005195 49.96982507492495, -97.11030963876155 49.969836042137594))"
Multiuse path,Near Fernbank Av,Off Road,true,3,W227410,"MULTILINESTRING ((-97.11476697223975 49.96931834263939, -97.11472207385165 49.969323305897944))"
Multiuse path,Near Fernbank Av,Off Road,true,4,W227404,"MULTILINESTRING ((-97.11596455931414 49.969185949460744, -97.11591642769308 49.969191270661895))"
Multiuse path (unpaved),Near Forks Market Rd,Off Road,true,211,W99915,"MULTILINESTRING ((-97.12925754656615 49.88610766087552, -97.12891578382832 49.88610598277793, -97.12889481934302 49.88610611750331, -97.12887387403471 49.88610672837212, -97.12885297583334 49.88610781313674, -97.1288321497819 49.88610937220146, -97.12881142106244 49.88611140237484, -97.12879081478751 49.88611390226329, -97.12877035756526 49.88611686779894, -97.12875007322125 49.886120294868945, -97.12872998829418 49.886124181203336, -97.12871012810523 49.88612852001497, -97.12869051508872 49.88613330716862, -97.1286711731746 49.88613853585472, -97.12865212900596 49.886144201106504, -97.12863340379972 49.88615029427164, -97.12861502148597 49.88615680854056, -97.12844421884282 49.886217964216485, -97.12840491897516 49.88623203565889, -97.128084152953 49.88630461898379, -97.1280459224168 49.886313752205645, -97.12800820485074 49.886323732037255, -97.12797104237524 49.88633454926482, -97.12793448013687 49.88634618842698, -97.1278985631433 49.88635863765815, -97.12786333236747 49.886371881429596, -97.12782883159986 49.886385903358686, -97.12779510045722 49.88640068699536, -97.12776218137384 49.88641621503561, -97.1277301112885 49.88643246828766, -97.12769892853144 49.88644942758229, -97.12766867282446 49.886467073772714, -97.1276393784633 49.88648538402655, -97.12761107967442 49.88650433730928, -97.1275838121105 49.886523911709965, -97.12753658078572 49.88656024339608, -97.12749127741414 49.886597586667556, -97.127447957894 49.88663590015293, -97.12740667130664 49.886675138772624, -97.12736746255996 49.88671525737956, -97.12733037931022 49.886756211770546, -97.12729546243153 49.88679795313525, -97.12726275276374 49.886840433562156, -97.12723228693834 49.88688360597124, -97.12720410033515 49.886927419664126, -97.12717306954875 49.88698047387701, -97.12714462716492 49.887034130294296, -97.12711880164463 49.88708833720644, -97.12709561880577 49.88714303926309))"
